message,message_length,punct%
ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O £250 3 WANT £800,126,4.0
"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",127,2.4
BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.,102,5.8999999999999995
How? Izzit still raining?,22,9.1
"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...",133,17.299999999999997
Yes. Rent is very expensive so its the way we save.,41,4.9
"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",137,7.3
Din i tell u jus now 420,18,0.0
Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,61,1.6
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,126,2.4
somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,120,4.2
And whenever you and i see we can still hook up too.,41,2.4
"Awesome, that gonna be soon or later tonight?",38,5.3
Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,121,5.800000000000001
No problem. How are you doing?,25,8.0
Oh:)as usual vijay film or its different?,35,8.6
I.ll give her once i have it. Plus she said grinule greet you whenever we speak,64,3.1
FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,89,5.6000000000000005
"Yes, princess. Are you going to make me moan?",37,8.1
No plans yet. What are you doing ?,27,7.3999999999999995
Yes.mum lookin strong:),21,14.299999999999999
Aiyah ok wat as long as got improve can already wat...,44,6.800000000000001
I sent you  &lt;#&gt;  bucks,22,22.7
That is wondar full flim.,21,4.8
"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",73,12.3
On ma way to school. Can you pls send me ashley's number,45,4.3999999999999995
How are you doing. How's the queen. Are you going for the royal wedding,58,5.2
Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? ,71,7.000000000000001
That means get the door,19,0.0
"Sorry, was in the bathroom, sup",26,7.7
"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",192,5.2
"If i let you do this, i want you in the house by 8am.",40,5.0
"Sorry, I'll call later",19,10.5
"Yes, my reg is  Ciao!",16,12.5
Doing my masters. When will you buy a bb cos i have for sale and how's bf,57,3.5000000000000004
"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",105,9.5
Beerage?,8,12.5
Are you staying in town ?,20,5.0
Lara said she can loan me  &lt;#&gt; .,30,20.0
Hey morning what you come to ask:-) pa...,34,17.599999999999998
Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,59,11.899999999999999
"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! ",95,5.3
Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,82,4.9
Did he just say somebody is named tampa,32,0.0
"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",107,20.599999999999998
 &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,105,6.7
Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe,97,6.2
Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?,69,4.3
"That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",99,4.0
Ü collecting ur laptop then going to configure da settings izzit?,55,1.7999999999999998
Oh sorry please its over,20,0.0
You always make things bigger than they are,36,0.0
"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.",188,3.2
2mro i am not coming to gym machan. Goodnight.,38,5.3
"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",134,6.7
Welp apparently he retired,23,0.0
Old Orchard near univ. How about you?,31,6.5
Also track down any lighters you can find,34,0.0
So how many days since then?,23,4.3
Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.,76,2.6
I've not sent it. He can send me.,26,11.5
"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",72,2.8000000000000003
Try to do something dear. You read something for exams,45,2.1999999999999997
Wife.how she knew the time of murder exactly,37,2.7
Yar else i'll thk of all sorts of funny things.,38,5.3
HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!鈥┾??〨ud evening...,131,12.2
Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,140,6.4
Take us out shopping and Mark will distract Isaiah.=D,45,4.3999999999999995
You call him and tell now infront of them. Call him now.,45,4.3999999999999995
"Sorry, I'll call later",19,10.5
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,120,4.2
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,130,3.8
Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.,103,3.9
ILL B DOWN SOON,12,0.0
Now get step 2 outta the way. Congrats again.,37,5.4
You have 1 new message. Please call 08718738034.,41,4.9
"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",116,16.400000000000002
RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,134,9.700000000000001
Did u find out what time the bus is at coz i need to sort some stuff out.,56,1.7999999999999998
Or ill be a little closer like at the bus stop on the same street,51,0.0
"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",73,4.1000000000000005
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",117,15.4
Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,56,8.9
First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,154,4.5
A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,90,6.7
Dont know you bring some food,24,0.0
PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,127,6.3
Its a part of checking IQ,20,0.0
"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",96,14.6
Ü go home liao? Ask dad to pick me up at 6...,34,11.799999999999999
R u in this continent?,18,5.6000000000000005
Went to pay rent. So i had to go to the bank to authorise the payment.,55,3.5999999999999996
"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING",134,6.7
What he said is not the matter. My mind saying some other matter is there.,60,3.3000000000000003
"Babe, I'm back ... Come back to me ...",30,26.700000000000003
Fuck babe ... What happened to you ? How come you never came back?,53,9.4
Headin towards busetop,20,0.0
Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,121,2.5
I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,80,7.5
Dear i am not denying your words please,32,0.0
I want to be inside you every night...,31,9.700000000000001
"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING",134,6.7
Please dont say like that. Hi hi hi,28,3.5999999999999996
Lmao you know me so well...,22,13.600000000000001
"Carlos took a while (again), we leave in a minute",40,7.5
I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,95,2.1
You know there is. I shall speak to you in  &lt;#&gt;  minutes then,53,11.3
Nothing spl..wat abt u and whr ru?,28,10.7
We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,59,5.1
Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,103,4.9
Oops i thk i dun haf enuff... I go check then tell ü..,42,11.899999999999999
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",136,7.3999999999999995
I anything lor...,15,20.0
"Sorry, I'll call later",19,10.5
Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,91,3.3000000000000003
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,131,9.9
Everybody had fun this evening. Miss you.,35,5.7
"Its ok., i just askd did u knw tht no?",29,10.299999999999999
"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",121,8.3
Then. You are eldest know.,22,9.1
YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,131,1.5
"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",66,16.7
"Machan you go to gym tomorrow,  i wil come late goodnight.",47,4.3
Crucify is c not s. You should have told me earlier.,42,4.8
Webpage s not available!,21,4.8
Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,68,5.8999999999999995
Great to hear you are settling well. So what's happenin wit ola?,53,5.7
Bring tat cd don forget,19,0.0
Ok. I asked for money how far,23,4.3
S:-)if we have one good partnership going we will take lead:),51,9.8
Keep my payasam there if rinu brings,30,0.0
I called and said all to him:)then he have to choose this future.,53,5.7
The hair cream has not been shipped.,30,3.3000000000000003
Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,63,7.9
"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx.",86,9.3
"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",133,4.5
"Thanks da thangam, i feel very very happy dear. I also miss you da.",54,5.6000000000000005
"sir, you will receive the account no another 1hr time. Sorry for the delay.",62,4.8
Nope... Think i will go for it on monday... Sorry i replied so late,54,11.1
Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,123,5.7
I like cheap! But i‘m happy to splash out on the wine if it makes you feel better..,66,4.5
How dare you change my ring,22,0.0
If india win or level series means this is record:),42,4.8
Ok that's great thanx a lot.,23,8.7
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",144,9.700000000000001
"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""",94,6.4
Are you angry with me. What happen dear,32,3.1
THIS IS A LONG FUCKIN SHOWR,22,0.0
Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/,147,5.4
